|    name |                T-time | T90 [s] | T90_error [s] |    flux | flux_error |  fluence_1 | fluence_1_error |  fluence_2 | fluence_2_error |  fluence_3 | fluence_3_error |  fluence_4 | fluence_4_error |
|  00031A | 2000-03-19 04:23:01.4 |   0.079 |         0.039 |  0.1706 |     0.0402 |  1.044e-09 |      2.3335e-09 | 6.4086e-09 |      3.0209e-09 |  3.348e-08 |      9.4527e-09 | 6.4024e-08 |      9.5727e-08 |
|  00032E | 2000-03-21 21:53:07.4 |   0.892 |         0.031 |  1.0947 |     0.0571 | 1.9262e-08 |      5.0862e-09 | 2.9638e-08 |      5.2285e-09 | 2.3999e-07 |      1.5271e-08 | 8.5483e-07 |      1.8068e-07 |
|  00041G | 2000-04-10 17:17:33.3 |   0.353 |         0.069 |  0.3893 |     0.0496 | 6.7098e-09 |      4.1099e-09 | 1.8137e-08 |      4.0819e-09 | 7.3875e-08 |       1.127e-08 | 1.9447e-07 |      1.2081e-07 |
|  00041C | 2000-04-15 16:38:21.2 |   0.218 |         0.067 |  0.3467 |     0.0399 | 5.9456e-09 |       3.286e-09 | 3.8264e-09 |      3.0727e-09 | 8.2577e-08 |      8.6851e-09 | 3.1075e-07 |      1.5314e-07 |
|  00041B | 2000-04-17 23:35:07.5 |   1.664 |         0.453 |  0.3955 |     0.0477 | 9.6611e-09 |      4.4895e-09 | 1.4523e-08 |      4.0976e-09 | 6.8931e-08 |      1.0117e-08 |        0.0 |      6.6729e-08 |
|  00050E | 2000-05-02 03:33:10.6 |   0.123 |         0.034 |  0.4397 |     0.0458 | 1.5964e-08 |      4.3156e-09 | 9.7126e-09 |      3.3919e-09 | 9.1791e-08 |      9.4476e-09 | 5.2738e-07 |       1.673e-07 |
|  00050C | 2000-05-08 00:28:27.5 |   1.002 |          0.16 |  0.3928 |     0.0467 | 1.2267e-08 |      5.4634e-09 | 1.5938e-08 |      4.8199e-09 | 9.7284e-08 |      1.4212e-08 | 1.3482e-06 |      3.0655e-07 |
|  00051E | 2000-05-13 11:21:35.4 |   0.384 |         0.091 |  1.6352 |     0.0483 | 1.5668e-08 |      3.6499e-09 |  4.565e-08 |      3.8058e-09 | 3.8175e-07 |      1.1093e-08 | 6.2268e-07 |      8.4177e-08 |
|  00052B | 2000-05-25 10:24:13.7 |   1.408 |         0.091 |  1.3431 |     0.0483 | 3.0556e-08 |      5.0456e-09 | 5.8185e-08 |      5.3286e-09 |  4.285e-07 |      1.5515e-08 | 2.0815e-06 |      2.1869e-07 |
|  96090F | 1996-09-06 19:15:36.5 |   0.475 |         0.255 |  0.4317 |     0.0533 | 8.1583e-09 |       3.685e-09 | 9.9989e-09 |      3.7301e-09 | 9.4582e-08 |      1.2419e-08 |        0.0 |      1.7041e-07 |
|  96090A | 1996-09-09 20:40:42.6 |   0.598 |         0.043 |  1.4546 |     0.0517 | 2.3336e-08 |      3.6525e-09 | 4.4513e-08 |      3.7338e-09 | 2.9508e-07 |      1.0984e-08 | 1.4118e-06 |       1.291e-07 |
|  96091A | 1996-09-19 22:28:00.2 |   1.088 |         0.091 |  2.4354 |     0.0572 | 4.9343e-08 |       4.897e-09 | 8.5305e-08 |      4.5447e-09 | 5.8323e-07 |      1.5187e-08 | 2.0722e-06 |      1.7874e-07 |
|  96092D | 1996-09-25 03:27:15.7 |   1.792 |         0.453 |  0.3653 |     0.0454 | 3.5684e-07 |      3.0265e-08 |        0.0 |      2.9547e-08 | 1.1302e-07 |      8.2877e-08 |        0.0 |      1.7302e-06 |
|  96092B | 1996-09-29 17:30:09.7 |   0.167 |         0.044 |  0.4976 |     0.0458 | 7.2217e-09 |      3.1171e-09 | 1.6066e-08 |      3.4286e-09 | 9.3409e-08 |      1.0348e-08 | 1.2853e-07 |      1.0261e-07 |
|   96100 | 1996-10-01 20:30:13.4 |    0.04 |         0.007 |  0.1921 |     0.0386 |  8.455e-09 |      2.9441e-09 | 8.8016e-09 |      2.8763e-09 | 2.8554e-08 |      7.8655e-09 | 2.8841e-08 |      8.8302e-08 |
|  96101C | 1996-10-17 11:16:43.6 |   1.152 |         0.091 |  1.9798 |     0.0542 |  1.968e-07 |       6.109e-09 | 1.6606e-07 |        4.92e-09 | 1.4384e-07 |      1.1549e-08 |        0.0 |      1.3019e-07 |
|  96101B | 1996-10-17 06:08:21.5 |   0.253 |         0.033 |  0.4184 |     0.0429 |  9.123e-09 |      2.8955e-09 | 2.3295e-08 |      3.4674e-09 | 6.3264e-08 |      8.9643e-09 |        0.0 |      5.5241e-08 |
|   96102 | 1996-10-20 02:51:39.6 |   0.824 |         0.439 |  0.2931 |     0.0411 |  8.229e-09 |      3.6212e-09 |  1.847e-08 |      3.3905e-09 | 3.9319e-08 |      8.4749e-09 | 2.1844e-07 |      1.0822e-07 |
|   96102 | 1996-10-27 12:02:02.5 |   1.088 |         0.326 |  0.8551 |     0.0481 | 7.3526e-09 |      3.1994e-09 | 2.1125e-08 |      3.5904e-09 |   1.94e-07 |      1.0993e-08 | 2.0006e-06 |      1.5918e-07 |
|   96103 | 1996-10-30 14:10:48.9 |     1.1 |          0.12 |  0.6429 |     0.0487 | 1.0446e-08 |      3.8638e-09 | 1.0817e-08 |      4.1278e-09 | 1.6092e-07 |      1.2592e-08 | 7.4167e-07 |      2.0858e-07 |
|  96122F | 1996-12-24 17:41:48.9 |    1.28 |          0.59 |  0.9237 |     0.0532 | 1.3211e-08 |      5.5111e-09 | 3.1636e-08 |      6.3421e-09 | 2.3121e-07 |      1.9319e-08 | 7.5211e-07 |      2.2949e-07 |
|   96123 | 1996-12-30 14:08:43.9 |   0.675 |         0.182 |   0.243 |     0.0401 | 5.6706e-09 |      3.7139e-09 | 1.1378e-08 |      2.9889e-09 | 3.7002e-08 |      8.4714e-09 |   4.58e-08 |      8.1057e-08 |
|  97010C | 1997-01-03 05:16:33.6 |   1.146 |         0.335 |  0.3777 |     0.0461 | 6.4729e-09 |      3.6528e-09 | 1.5295e-08 |       3.826e-09 | 6.6719e-08 |      1.0683e-08 |  4.996e-07 |      1.6022e-07 |
|  97011D | 1997-01-10 23:12:51.7 |   0.727 |         0.467 |  0.2713 |     0.0435 | 1.6244e-08 |      4.9206e-09 | 9.5725e-09 |      3.3106e-09 | 5.2953e-08 |      9.1732e-09 | 4.4721e-07 |      1.8543e-07 |
|  97020E | 1997-02-01 22:25:35.2 |   0.051 |         0.029 |  0.1829 |     0.0365 | 7.0361e-09 |      3.3115e-09 | 1.0031e-08 |      2.8179e-09 |  2.126e-08 |      7.1825e-09 |        0.0 |       8.501e-08 |
|  97021C | 1997-02-14 16:01:30.1 |   1.472 |          0.64 |  1.2602 |     0.0603 | 9.3188e-08 |      7.1759e-09 | 9.6293e-08 |      6.2574e-09 | 1.5882e-07 |      1.8011e-08 |        0.0 |      1.1444e-07 |
|  97022B | 1997-02-27 13:24:36.7 |   0.207 |         0.093 |  0.2144 |     0.0484 | 1.0372e-08 |      3.6946e-09 | 1.2334e-08 |        3.42e-09 | 2.5814e-08 |      1.0192e-08 | 1.2428e-07 |      1.7608e-07 |
|  97030A | 1997-03-08 04:39:20.5 |   0.711 |         0.063 |  0.7946 |     0.0521 | 1.1868e-08 |      5.6382e-09 | 3.6412e-08 |      5.7576e-09 | 1.7054e-07 |      1.4729e-08 | 5.9531e-07 |      1.4119e-07 |
|  97031G | 1997-03-13 17:59:20.8 |    0.64 |         0.091 |  0.3407 |     0.0517 | 1.2276e-08 |      4.0622e-09 | 1.5183e-08 |      3.7891e-09 | 4.5227e-08 |      1.2233e-08 | 4.7348e-07 |       2.688e-07 |
|  97031E | 1997-03-15 08:21:08.2 |   0.186 |         0.042 |  1.8233 |     0.0582 | 3.5685e-08 |      4.7996e-09 | 4.4956e-08 |      4.1595e-09 | 3.9103e-07 |       1.279e-08 | 3.1872e-06 |      1.9948e-07 |
|   97032 | 1997-03-26 08:16:13.8 |    1.92 |         0.643 |  0.9373 |     0.0717 | 8.1909e-08 |      1.4058e-08 | 9.5447e-08 |       9.826e-09 | 1.9102e-07 |      2.3613e-08 | 6.9575e-08 |      1.6468e-07 |
|   97032 | 1997-03-29 13:05:41.6 |    0.46 |         0.103 |  0.9466 |     0.0543 | 1.6766e-08 |      3.9556e-09 | 3.3984e-08 |      4.4102e-09 |  1.731e-07 |      1.2885e-08 | 1.9286e-07 |      1.1609e-07 |
|   97040 | 1997-04-03 00:00:14.7 |   1.344 |         0.326 |  0.5063 |     0.0455 | 1.4128e-08 |      5.0338e-09 | 1.9735e-08 |      4.6381e-09 | 9.3299e-08 |      1.3497e-08 |  1.466e-07 |      1.6294e-07 |
|   97040 | 1997-04-08 05:57:29.7 |   0.192 |         0.143 |  0.2959 |     0.0587 | 6.0749e-09 |      3.6795e-09 |  9.129e-09 |      3.7783e-09 | 6.4456e-08 |      1.4526e-08 |        0.0 |      2.5335e-07 |
|   97041 | 1997-04-14 13:00:54.3 |    0.96 |         0.143 |  0.3738 |     0.0434 | 4.5113e-09 |      3.5552e-09 | 1.4596e-08 |       4.335e-09 | 1.1499e-07 |      1.3818e-08 | 6.4171e-07 |      1.8181e-07 |
|   97041 | 1997-04-14 16:05:03.8 |   0.896 |         0.091 |  0.4148 |     0.0454 | 9.2266e-09 |      4.2784e-09 | 2.1322e-08 |       4.105e-09 | 6.3728e-08 |       1.118e-08 | 6.0134e-08 |      9.9605e-08 |
|   97043 | 1997-04-30 19:18:38.2 |    0.64 |         0.264 |  0.4852 |     0.0438 | 7.0427e-09 |      2.8747e-09 | 1.3882e-08 |      3.2081e-09 | 1.1164e-07 |      1.0463e-08 | 1.1882e-06 |       2.025e-07 |
|  97051E | 1997-05-14 02:14:16.8 |    1.28 |         0.771 |  0.5224 |     0.0406 | 1.3484e-08 |      2.8364e-09 | 1.7786e-08 |      2.9238e-09 | 9.8424e-08 |      8.6892e-09 | 2.7827e-07 |      1.1447e-07 |
|  97052G |   1997-05-21 09:37:48 |    0.64 |         0.326 |  0.6667 |     0.0635 | 3.0145e-09 |      4.6775e-09 | 2.4878e-08 |      5.3708e-09 | 1.4047e-07 |      1.4977e-08 |        0.0 |      9.2506e-08 |
|   97061 |   1997-06-11 08:21:31 |   1.984 |         0.181 |  2.1243 |     0.0539 | 1.2674e-07 |      8.4488e-09 |  1.345e-07 |      6.9362e-09 | 3.0859e-07 |      1.7969e-08 |        0.0 |      1.2852e-07 |
|   97061 | 1997-06-12 07:18:31.2 |   0.199 |         0.074 |  0.6965 |      0.045 | 1.2232e-08 |      3.5624e-09 |  2.387e-08 |      3.4016e-09 | 1.3028e-07 |      9.5993e-09 | 6.1505e-07 |      1.1273e-07 |
|   97061 | 1997-06-17 00:14:59.1 |   1.984 |         0.345 |  0.5268 |     0.0474 | 9.8342e-09 |      5.1677e-09 | 2.5214e-08 |      5.5576e-09 | 1.1077e-07 |      1.6935e-08 | 4.1819e-07 |      2.1115e-07 |
|  97062H | 1997-06-24 10:28:42.7 |   0.192 |         0.091 |  0.0798 |     0.0408 | 3.4211e-09 |      4.7306e-09 |        0.0 |      4.4428e-09 | 3.1541e-08 |      1.5219e-08 |        0.0 |       2.873e-07 |
|  97062D | 1997-06-28 14:05:16.6 |   0.208 |         0.087 |   0.243 |     0.0469 |        0.0 |      2.5118e-09 | 1.0999e-08 |       3.412e-09 |   4.53e-08 |      1.1324e-08 | 2.6729e-08 |      8.2305e-08 |
|  97070G | 1997-07-04 01:08:16.8 |   0.192 |         0.091 | 11.7036 |     0.0948 | 2.7188e-07 |      5.9363e-09 | 3.6134e-07 |      6.2994e-09 | 2.3492e-06 |      2.1279e-08 | 4.0018e-05 |       3.662e-07 |
|  97070D | 1997-07-08 13:46:17.1 |   0.202 |         0.019 |  0.6096 |     0.0532 | 2.0443e-08 |      4.1968e-09 |  2.707e-08 |      4.0207e-09 | 9.3573e-08 |      1.1437e-08 | 7.2495e-08 |      9.8937e-08 |
|  97070A | 1997-07-09 13:31:08.8 |    0.96 |         0.091 |  1.0655 |     0.0551 | 2.4688e-08 |      7.0269e-09 | 3.6418e-08 |      7.0263e-09 | 2.7537e-07 |      1.9603e-08 | 9.5442e-07 |      2.5482e-07 |
|  97071C | 1997-07-14 10:46:57.6 |   1.984 |         0.834 |  1.3191 |       0.05 | 1.3758e-08 |      3.3731e-09 | 3.7193e-08 |      4.1484e-09 | 3.0798e-07 |      1.3773e-08 | 1.3505e-06 |      1.8098e-07 |
|  97081B | 1997-08-17 23:58:08.7 |   0.768 |         0.516 |  0.3004 |     0.0599 |        0.0 |      4.6769e-09 | 1.0077e-08 |      4.6595e-09 | 5.6269e-08 |      1.2991e-08 | 4.7953e-07 |      1.8918e-07 |
|   97082 | 1997-08-20 05:37:00.4 |    1.92 |         0.707 |  1.6323 |     0.0609 | 3.9369e-08 |      7.5534e-09 | 6.9499e-08 |      7.5117e-09 | 5.4409e-07 |      2.5007e-08 |  2.507e-06 |      3.7771e-07 |
|   97082 | 1997-08-24 05:49:36.9 |   0.612 |         0.407 |  0.1219 |     0.0516 | 6.6513e-09 |      4.0033e-09 | 2.8075e-09 |      3.4813e-09 | 2.9752e-08 |      1.2922e-08 | 3.7928e-09 |      9.0315e-08 |
|   97082 | 1997-08-26 09:45:00.7 |   0.448 |         0.326 |  0.4208 |     0.0455 | 2.2943e-09 |      4.2096e-09 | 1.0277e-08 |      3.7061e-09 | 8.7961e-08 |      1.2741e-08 | 7.7617e-08 |      1.0675e-07 |
|   97090 | 1997-09-02 04:34:48.5 |   0.264 |         0.152 |  0.1209 |     0.0437 | 6.7488e-09 |      2.6744e-09 |        0.0 |      3.2976e-09 | 3.2568e-08 |      1.0106e-08 | 3.9041e-07 |      1.4932e-07 |
|   97090 | 1997-09-04 10:57:05.8 |   0.901 |         0.302 |  0.2017 |     0.0429 | 5.0878e-09 |      3.2897e-09 |  8.849e-09 |      3.1825e-09 | 3.3528e-08 |      9.1447e-09 | 1.8026e-07 |      1.2713e-07 |
|   97090 | 1997-09-07 03:15:38.9 |   0.896 |         0.326 |  1.2648 |     0.0491 | 2.2611e-08 |      2.9885e-09 | 4.3705e-08 |      3.4602e-09 | 2.4281e-07 |      1.1019e-08 | 2.0472e-06 |      1.8549e-07 |
|   97090 |   1997-09-08 12:27:06 |   0.768 |         0.143 |  0.5288 |     0.0469 | 9.0234e-09 |      3.8811e-09 |  2.002e-08 |       3.668e-09 | 9.6963e-08 |      9.8012e-09 | 7.2833e-08 |      7.7754e-08 |
|   97091 | 1997-09-10 11:26:09.1 |    1.32 |         0.232 |   0.268 |     0.0458 | 1.4907e-08 |      4.5198e-09 | 8.9898e-09 |      3.4067e-09 | 4.9878e-08 |       9.283e-09 |   1.36e-07 |      1.3815e-07 |
|   97091 |   1997-09-18 09:41:26 |   0.896 |         0.264 |  0.6662 |     0.0449 | 5.2503e-09 |      2.6589e-09 | 2.5195e-08 |      3.4207e-09 | 1.2927e-07 |      1.0453e-08 | 6.9009e-08 |      8.3551e-08 |
|   97091 | 1997-09-18 16:04:23.2 |   0.832 |         0.091 |  0.9752 |     0.0522 | 2.1449e-08 |      5.7908e-09 | 2.1905e-08 |      5.8404e-09 | 2.1693e-07 |      2.1275e-08 | 9.7353e-07 |      3.9993e-07 |
|  97092C | 1997-09-26 10:24:42.2 |   1.989 |          0.67 |  0.2525 |      0.043 | 6.3558e-09 |       3.428e-09 | 3.1958e-09 |       4.461e-09 | 6.9525e-08 |      1.5189e-08 | 5.6484e-07 |      2.4575e-07 |
|  97101A | 1997-10-16 11:34:56.6 |   0.256 |         0.091 |  0.2663 |     0.0475 |  5.305e-09 |      3.2996e-09 | 1.3569e-08 |      3.4836e-09 | 3.8383e-08 |      1.0318e-08 | 3.8501e-08 |      1.0083e-07 |
|   97102 | 1997-10-23 08:36:11.8 |   1.536 |         0.202 |  0.2077 |      0.042 | 1.9754e-08 |      4.9902e-09 | 7.0718e-09 |      3.2077e-09 | 4.0401e-08 |      8.6022e-09 | 5.8595e-07 |      2.3871e-07 |
|   97102 | 1997-10-23 11:58:31.6 |   1.024 |         0.143 |  0.3014 |     0.0419 |  9.551e-09 |      2.8295e-09 | 8.2325e-09 |      2.9199e-09 | 6.0229e-08 |      9.0052e-09 |        0.0 |       1.039e-07 |
|   97102 | 1997-10-28 06:38:51.2 |    0.54 |         0.172 |  0.2557 |     0.0446 | 4.4513e-09 |      2.8083e-09 | 1.1288e-08 |      3.2007e-09 | 4.1796e-08 |      9.7084e-09 | 1.3771e-08 |      7.3594e-08 |
|  97110B | 1997-11-04 20:28:39.5 |   0.256 |         0.143 |  0.3236 |     0.0509 | 4.1434e-09 |      3.8223e-09 | 1.5014e-08 |      3.9572e-09 | 5.5449e-08 |      1.1928e-08 | 4.5619e-07 |      1.6223e-07 |
|  97110A | 1997-11-08 02:52:54.9 |   1.792 |         0.771 |   0.429 |      0.042 | 9.0786e-09 |       2.768e-09 | 2.0574e-08 |      3.1199e-09 | 6.1384e-08 |      8.8342e-09 |        0.0 |       8.564e-08 |
|  97111B | 1997-11-18 08:03:28.3 |   0.075 |         0.002 |  0.8554 |     0.0585 | 9.3505e-09 |      3.7306e-09 | 3.2108e-08 |      3.8177e-09 | 1.5693e-07 |      1.4056e-08 | 2.2459e-07 |      1.3493e-07 |
|   97120 |   1997-12-09 23:10:36 |   1.856 |         0.516 |  5.7156 |     0.0837 | 6.7197e-07 |       1.318e-08 | 4.9993e-07 |       8.442e-09 | 6.3937e-07 |      2.2016e-08 | 3.7689e-07 |      2.0412e-07 |
|  97121C | 1997-12-18 14:34:59.9 |   1.664 |         0.143 |   5.475 |      0.075 | 2.5046e-07 |      9.7644e-09 | 2.1707e-07 |      7.5356e-09 | 1.3263e-06 |      2.3637e-08 | 8.1034e-06 |      3.8563e-07 |
|  97122I | 1997-12-20 19:31:40.8 |   0.032 |         0.005 |   0.172 |     0.0474 | 2.0772e-09 |      3.6952e-09 | 7.3581e-09 |      3.4133e-09 | 2.1885e-08 |      1.0305e-08 | 5.7795e-08 |      1.0641e-07 |
|  97122G | 1997-12-21 12:13:35.5 |   1.024 |         0.202 |  0.3487 |      0.048 | 1.5478e-08 |      5.4818e-09 | 1.5668e-08 |      5.0374e-09 | 6.8788e-08 |       1.517e-08 | 4.8671e-07 |      3.1315e-07 |
|  97122F | 1997-12-22 11:36:54.1 |   1.664 |         0.091 |  0.2902 |     0.0583 |        0.0 |      4.1774e-09 | 8.6049e-09 |      4.1404e-09 | 6.4902e-08 |      1.3957e-08 | 7.1054e-08 |      1.4003e-07 |
|  97122B | 1997-12-28 08:11:24.1 |   0.097 |         0.048 |  0.1228 |     0.0401 | 2.7857e-09 |       2.816e-09 | 4.6019e-09 |      2.8578e-09 | 2.1533e-08 |      8.7541e-09 |  1.035e-07 |      1.5184e-07 |
|  98010D | 1998-01-07 13:49:19.8 |   1.472 |         0.202 |  0.4504 |     0.0466 | 1.3647e-08 |      5.4358e-09 |  2.048e-08 |      4.0648e-09 | 5.8342e-08 |      1.1337e-08 |        0.0 |      1.2361e-07 |
|  98011D | 1998-01-12 14:15:44.7 |   0.936 |         0.079 |  0.4571 |     0.0448 | 2.3971e-08 |      5.2675e-09 | 2.6759e-08 |       4.172e-09 |  6.975e-08 |      1.0984e-08 |        0.0 |      8.9759e-08 |
|  98011B | 1998-01-14 06:57:33.5 |   0.326 |         0.104 |   0.179 |     0.0487 | 5.1393e-09 |      3.4978e-09 | 6.8019e-09 |      3.4446e-09 | 2.6822e-08 |      1.0319e-08 |        0.0 |      1.3477e-07 |
|  98011A | 1998-01-16 14:43:46.7 |   0.289 |         0.075 |  0.3752 |     0.0454 | 1.1261e-08 |      3.9202e-09 | 1.4615e-08 |      3.3975e-09 | 6.3731e-08 |      9.3236e-09 | 1.0113e-07 |      9.5873e-08 |
|  98020G | 1998-02-03 05:49:21.8 |   0.685 |          0.04 |  0.3666 |     0.0456 | 2.4069e-08 |      4.9799e-09 | 2.1719e-08 |      3.8432e-09 | 3.8493e-08 |      1.0384e-08 |        0.0 |      1.3706e-07 |
|  98020D | 1998-02-07 18:11:44.5 |   0.773 |         0.386 |  0.9621 |     0.0497 | 1.8975e-08 |      3.2183e-09 | 3.0407e-08 |      3.5425e-09 | 1.9245e-07 |      1.1798e-08 | 3.6006e-07 |      1.4239e-07 |
|  98021B | 1998-02-18 15:12:46.1 |   0.704 |         0.389 |  1.6581 |     0.0511 |  4.615e-08 |      4.8416e-09 | 5.7099e-08 |      3.9798e-09 | 3.1521e-07 |      1.0677e-08 | 7.6056e-07 |      1.0488e-07 |
|   98031 | 1998-03-10 00:36:29.4 |   0.583 |         0.047 |  0.2619 |     0.0534 |  6.746e-08 |      4.8882e-09 |        0.0 |      4.6969e-09 | 1.1709e-07 |      1.9337e-08 | 4.6605e-08 |      1.1167e-07 |
|   98031 | 1998-03-10 13:57:41.3 |   1.152 |         0.143 |  4.4649 |     0.0695 | 4.5043e-07 |      9.1782e-09 | 2.9102e-07 |      6.1471e-09 | 4.8617e-07 |      1.3498e-08 | 8.7454e-07 |      1.2805e-07 |
|   98031 | 1998-03-15 12:24:13.7 |   0.512 |         0.326 |  0.5247 |     0.0505 | 4.4826e-09 |      3.2247e-09 | 1.6005e-08 |       3.772e-09 | 1.1163e-07 |      1.1444e-08 |  4.427e-08 |      8.7628e-08 |
|   98031 | 1998-03-15 20:38:04.4 |   0.036 |         0.008 |  0.1808 |     0.0473 | 1.0793e-09 |      2.9087e-09 | 1.1078e-08 |      3.4225e-09 | 2.4448e-08 |       1.148e-08 | 1.2575e-07 |      1.1786e-07 |
|   98032 | 1998-03-26 04:26:44.1 |     0.2 |          0.01 |  0.7343 |     0.0491 | 2.5298e-08 |      6.6351e-09 |  5.158e-08 |      5.7738e-09 | 1.6726e-07 |      1.5489e-08 | 4.5906e-07 |      1.6523e-07 |
|  98033C | 1998-03-30 00:01:33.3 |   0.116 |         0.006 |  4.5335 |     0.0683 | 1.0914e-07 |      5.3342e-09 | 1.5783e-07 |      5.2016e-09 | 9.3278e-07 |      1.5192e-08 | 2.9092e-06 |       1.493e-07 |
|  98033B | 1998-03-31 16:57:55.1 |   0.256 |         0.091 |  0.9622 |     0.0526 | 1.3369e-08 |      3.7364e-09 | 3.3646e-08 |      3.9968e-09 | 2.0479e-07 |        1.22e-08 | 6.5344e-07 |      1.2726e-07 |
|   98040 | 1998-04-04 18:54:50.2 |   1.408 |         0.091 |  1.6656 |     0.0569 | 5.2243e-08 |      5.9365e-09 | 7.6376e-08 |      4.7081e-09 | 3.9146e-07 |      1.4078e-08 | 2.0969e-06 |      1.7833e-07 |
|   98040 | 1998-04-07 18:16:57.1 |    0.11 |         0.028 |  0.1409 |     0.0467 | 4.5764e-09 |      3.8524e-09 | 8.1051e-09 |      3.2901e-09 | 1.6709e-08 |      1.0038e-08 | 8.7001e-08 |      1.5638e-07 |
|  98041D |   1998-04-16 06:08:15 |   0.192 |         0.022 |  0.3641 |     0.0462 | 1.8934e-08 |      4.4052e-09 | 1.0602e-08 |      3.1307e-09 |  6.607e-08 |      9.9015e-09 | 3.2499e-07 |      2.0002e-07 |
|  98041A | 1998-04-19 14:26:10.8 |   0.283 |         0.017 |  0.5106 |     0.0445 | 1.4162e-08 |      4.2666e-09 | 1.8005e-08 |      3.5306e-09 | 9.4233e-08 |      8.8778e-09 |  1.661e-07 |      8.7008e-08 |
|   98042 | 1998-04-21 19:35:18.5 |   1.216 |         0.143 |  1.1803 |     0.0501 | 2.1884e-08 |      5.0276e-09 | 4.6451e-08 |      5.1533e-09 | 2.8768e-07 |      1.5523e-08 | 3.4946e-07 |      1.4782e-07 |
|   98042 |   1998-04-23 02:45:41 |   0.192 |         0.091 |  0.3978 |     0.0515 | 8.4129e-09 |      4.4691e-09 |  5.347e-09 |      3.5034e-09 | 9.6371e-08 |      1.1631e-08 | 7.1734e-07 |      2.4856e-07 |
|   98042 | 1998-04-27 15:40:31.6 |   1.088 |         0.202 |  0.5582 |     0.0432 | 6.6173e-09 |      4.4803e-09 | 1.5282e-08 |      5.2105e-09 | 1.1908e-07 |      1.4563e-08 | 6.6418e-08 |      1.2834e-07 |
|  98043A | 1998-04-30 01:04:47.9 |   0.452 |         0.027 |  1.2354 |     0.0512 | 1.7708e-08 |      2.9811e-09 | 4.0662e-08 |      3.3848e-09 | 2.4451e-07 |      1.1596e-08 | 7.0294e-07 |      1.3631e-07 |
|  98050D | 1998-05-01 22:19:06.9 |   0.344 |         0.078 |  0.2699 |     0.0443 | 1.2011e-08 |      3.6116e-09 | 1.6072e-08 |      3.2635e-09 | 3.3731e-08 |      9.5815e-09 |        0.0 |      1.4442e-07 |
|  98052D | 1998-05-27 08:21:59.8 |   0.092 |         0.001 |   2.483 |     0.0615 | 4.8703e-08 |      4.1628e-09 | 5.7775e-08 |      4.2471e-09 | 5.9064e-07 |      1.4771e-08 |  4.245e-06 |      2.2287e-07 |
|  98052C | 1998-05-27 06:09:47.3 |   1.041 |          0.15 |  0.4499 |     0.0579 | 1.1169e-08 |      4.8723e-09 | 1.7169e-08 |      3.9768e-09 | 7.6382e-08 |      1.3425e-08 |        0.0 |      1.8346e-07 |
|  98052A | 1998-05-27 06:55:28.9 |   0.768 |         0.202 |  0.6194 |     0.0531 | 6.4858e-09 |      4.5419e-09 | 1.9382e-08 |      3.7758e-09 | 1.3692e-07 |      1.3532e-08 | 4.6838e-07 |      1.6323e-07 |
|  98053B | 1998-05-30 22:51:52.1 |   0.206 |         0.029 |  0.6868 |     0.0547 | 2.0066e-08 |      4.2988e-09 | 3.9497e-08 |       4.309e-09 | 1.0105e-07 |      1.1705e-08 | 3.7617e-07 |      1.4217e-07 |
|  98062H | 1998-06-24 10:02:45.9 |   0.384 |         0.091 |  0.4899 |     0.0542 | 1.2325e-08 |      3.8949e-09 | 1.7464e-08 |      4.1605e-09 | 9.0728e-08 |      1.1718e-08 |        0.0 |      1.0385e-07 |
|  98062G |   1998-06-24 11:58:24 |   0.768 |         0.326 |  0.4152 |      0.048 | 1.1554e-08 |       4.178e-09 | 3.2068e-08 |      4.0933e-09 | 4.0039e-08 |      1.0058e-08 |        0.0 |      5.0864e-08 |
|  98071G | 1998-07-11 03:02:39.2 |    0.96 |         0.202 |  0.9757 |     0.0566 | 3.0444e-08 |       4.696e-09 | 3.1603e-08 |      4.1868e-09 | 1.8261e-07 |      1.1709e-08 |  4.168e-07 |      1.3194e-07 |
|  98071B | 1998-07-18 13:16:08.3 |    0.24 |         0.027 |  1.1543 |     0.0804 |  1.845e-08 |      5.7801e-09 | 3.3908e-08 |      5.9204e-09 | 2.3788e-07 |      1.8253e-08 | 1.3014e-06 |      2.5247e-07 |
|  98082E | 1998-08-20 10:24:46.8 |   0.192 |         0.091 |  1.1893 |     0.0781 | 2.3228e-08 |      4.7881e-09 | 3.9686e-08 |      5.4626e-09 | 2.5565e-07 |      1.8859e-08 | 3.4019e-06 |      3.8602e-07 |
|  98090C | 1998-09-03 03:35:03.5 |   0.146 |         0.074 |  0.3676 |     0.0466 |  1.153e-08 |      3.0052e-09 | 1.0782e-08 |       3.063e-09 | 7.2158e-08 |      1.0372e-08 | 1.2181e-07 |      1.4772e-07 |
|  98090B | 1998-09-04 08:42:30.3 |   0.128 |         0.091 |  0.9071 |      0.051 | 1.4973e-08 |      4.8265e-09 | 2.2415e-08 |      3.7958e-09 | 2.1389e-07 |      1.1805e-08 | 1.1609e-06 |       1.571e-07 |
|  98091F | 1998-09-10 20:02:21.7 |   0.448 |         0.091 |  0.5959 |     0.0797 | 1.6618e-08 |      4.9631e-09 | 2.2663e-08 |      5.6963e-09 |  1.149e-07 |      1.8012e-08 | 4.8884e-08 |       1.567e-07 |
