| Swift name | Swift ID | BAT Trigger-time | BAT RA | BAT Dec | BAT Error-radius | BAT T90 | BAT Phoflux | BAT Phoflux_error | BAT fluence | BAT fluence_error |
|     070517 |    70517 |           11.349 | 18.504 | -62.305 |              1.4 |     7.6 |        0.95 |               0.1 |        2.15 |               0.3 |
|     070509 |    70509 |            2.808 | 15.858 | -78.657 |              1.3 |     7.7 |        0.68 |               0.1 |        1.75 |               0.2 |
|     070508 |    70508 |            4.305 | 20.855 | -78.382 |              0.8 |    20.9 |        24.1 |               0.5 |       196.0 |               2.1 |
|     070506 |    70506 |            5.599 | 23.147 |  10.711 |              1.4 |     4.3 |        0.96 |               0.1 |         2.1 |               0.2 |
|    070429B |    70429 |            3.151 | 21.867 | -38.857 |              1.4 |    0.47 |        1.76 |               0.2 |        0.63 |               0.1 |
|    070429A |    70429 |            1.586 | 19.846 |  -32.42 |              1.9 |   163.3 |        0.41 |               0.1 |         9.1 |               1.1 |
|     070427 |    70427 |            8.519 |  1.925 | -27.603 |              0.8 |    11.1 |        1.34 |               0.1 |         7.2 |               0.3 |
|     070420 |    70420 |            6.304 |  8.083 | -45.564 |              0.8 |    76.5 |        7.12 |               0.6 |       140.0 |               3.4 |
|    070419B |    70419 |           10.735 | 21.047 | -31.266 |              0.8 |   236.4 |        1.38 |               0.1 |        73.6 |               1.5 |
|    070419A |    70419 |            9.991 | 12.184 |  39.903 |              1.7 |   115.6 |         0.2 |               0.1 |        5.58 |               0.6 |
|     070412 |    70412 |            1.451 | 12.102 |  40.133 |              1.1 |    33.8 |        0.66 |               0.1 |        4.84 |               0.5 |
|     070411 |    70411 |           20.209 |  7.156 |   1.061 |              1.1 |   121.5 |        0.91 |               0.1 |        27.0 |               1.2 |
|     070406 |    70406 |            0.844 | 13.264 |   16.53 |              2.5 |     1.2 |        0.37 |               0.1 |        0.36 |               0.1 |
|     070330 |    70330 |           22.859 | 17.969 | -63.799 |              1.4 |     9.0 |        0.88 |               0.1 |        1.83 |               0.2 |
|     070328 |    70328 |            3.898 |  4.341 | -34.079 |              0.8 |    75.3 |        4.22 |               0.2 |        90.6 |               1.4 |
|     070318 |    70318 |            7.482 |  3.232 |  -42.95 |              0.8 |    74.6 |        1.76 |               0.1 |        24.8 |               0.8 |
|     070306 |    70306 |           16.691 |  9.877 |   10.44 |              2.0 |   209.5 |        4.07 |               0.2 |        53.8 |               2.2 |
|     070227 |    70227 |           22.366 |  8.039 | -46.302 |              1.7 |     7.0 |        4.62 |               1.0 |        16.2 |               1.9 |
|     070224 |    70224 |           20.466 | 11.933 | -13.355 |              1.5 |    34.5 |        0.34 |               0.1 |        3.05 |               0.4 |
|     070223 |    70223 |             1.25 |  10.23 |  43.132 |              0.9 |    88.5 |        0.69 |               0.1 |        17.0 |               0.9 |
|     070220 |    70220 |            4.742 |   2.32 |    68.8 |              0.8 |   129.0 |        5.88 |               0.2 |       104.0 |               1.8 |
|     070219 |    70219 |            1.171 | 17.348 |  69.345 |              1.4 |    16.6 |        0.67 |               0.1 |        3.19 |               0.3 |
|     070209 |    70209 |            3.562 |  3.081 | -47.376 |              2.1 |    0.09 |        0.38 |               0.1 |        0.22 |               0.0 |
|     070208 |    70208 |            9.176 | 13.193 |  61.942 |              2.7 |    47.7 |         0.9 |               0.2 |        4.45 |               0.8 |
|     070129 |    70129 |           23.586 |  2.466 |  11.728 |              2.0 |   460.6 |        0.55 |               0.1 |        29.8 |               2.0 |
|     070110 |    70110 |            7.378 |  0.062 | -52.978 |              0.8 |    88.4 |         0.6 |               0.1 |        16.2 |               0.8 |
|     070107 |    70107 |           12.088 | 10.628 | -53.202 |              0.8 |   347.3 |        1.97 |               0.2 |        51.7 |               2.0 |
|     070103 |    70103 |           20.778 | 23.505 |  26.823 |              2.0 |    18.6 |        1.04 |               0.1 |        3.38 |               0.3 |
|    061222B |    61222 |            4.184 |  7.024 | -25.866 |              0.9 |    40.0 |        1.59 |               0.3 |        22.4 |               1.4 |
|    061222A |    61222 |            3.481 | 23.884 |  46.524 |              0.9 |    71.4 |        8.53 |               0.2 |        79.9 |               1.2 |
|     061218 |    61218 |            4.085 |  9.951 | -35.217 |              2.6 |     6.5 |        0.26 |               0.1 |        0.41 |               0.1 |
|     061217 |    61217 |            3.669 | 10.694 | -21.152 |              1.7 |    0.21 |        1.49 |               0.2 |        0.42 |               0.1 |
|     061210 |    61210 |           12.344 |  9.635 |  15.613 |              1.7 |    85.3 |        5.31 |               0.4 |        11.1 |               1.3 |
|     061202 |    61202 |            8.196 |  7.017 | -74.602 |              3.0 |    91.2 |        2.51 |               0.1 |        34.2 |               1.0 |
|     061201 |    61201 |           15.977 | 22.139 | -74.568 |              0.9 |    0.76 |        3.86 |               0.2 |        3.34 |               0.2 |
|     061126 |    61126 |            8.799 |  5.774 |  64.204 |              0.8 |    70.8 |        9.76 |               0.3 |        67.7 |               1.7 |
|     061121 |    61121 |           15.375 |  9.815 | -13.188 |              0.8 |    81.3 |        21.1 |               0.3 |       137.0 |               1.5 |
|    061110B |    61110 |           21.979 | 21.594 |   6.872 |              1.2 |   134.0 |        0.45 |               0.1 |        13.3 |               0.9 |
|    061110A |    61110 |           11.789 | 22.419 |  -2.252 |              0.8 |    40.7 |        0.53 |               0.1 |        10.6 |               0.6 |
|     061102 |    61102 |            1.009 |  9.893 | -17.022 |              2.0 |    45.6 |        0.23 |               0.0 |        2.79 |               0.5 |
|     061028 |    61028 |            1.439 |   6.48 |   46.29 |              1.9 |   106.2 |        0.65 |               0.1 |        9.66 |               1.3 |
|     061021 |    61021 |           15.652 |  9.676 | -21.953 |              0.8 |    46.2 |        6.11 |               0.2 |        29.6 |               0.8 |
|     061019 |    61019 |            4.319 |  6.112 |  29.527 |              2.3 |   183.8 |        2.12 |               0.3 |        25.9 |               3.1 |
|     061007 |    61007 |           10.136 |  3.087 | -50.496 |              0.8 |    75.3 |        14.6 |               0.3 |       444.0 |               4.2 |
|     061006 |    61006 |           16.764 |    7.4 | -79.195 |              1.4 |   129.9 |        5.24 |               0.2 |        14.2 |               1.1 |
|     061004 |    61004 |           19.842 |   6.52 | -45.903 |              0.8 |     6.2 |        2.54 |               0.1 |        5.66 |               0.2 |
|     061002 |    61002 |            1.058 |  14.69 |  48.726 |              1.3 |    17.6 |        0.81 |               0.2 |        6.77 |               0.6 |
|     060929 |    60929 |           19.917 | 17.543 |  29.825 |              2.1 |   554.0 |        0.42 |               0.1 |         8.3 |               1.7 |
|     060927 |    60927 |           14.126 |  21.97 |    5.37 |              0.8 |    22.5 |         2.7 |               0.1 |        11.3 |               0.5 |
|     060926 |    60926 |           16.812 | 17.595 |  13.039 |              1.1 |     8.0 |        1.09 |               0.1 |        2.19 |               0.2 |
|    060923C |    60923 |           13.551 | 23.075 |   3.943 |              1.6 |    75.8 |        0.96 |               0.3 |        15.8 |               1.7 |
|    060923B |    60923 |           11.635 |  15.88 | -30.907 |              1.2 |     8.6 |        1.52 |               0.2 |         4.8 |               0.5 |
|    060923A |    60923 |            5.204 | 16.975 |  12.341 |              1.6 |    51.7 |        1.32 |               0.2 |        8.69 |               1.0 |
|     060919 |    60919 |            7.811 |  18.46 | -50.994 |              1.2 |     9.1 |        2.12 |               0.2 |        5.46 |               0.5 |
|    060912A |    60912 |           13.932 |  0.352 |  20.971 |              0.8 |     5.0 |        8.58 |               0.3 |        13.5 |               0.5 |
|     060908 |    60908 |            8.956 |  2.122 |   0.335 |              0.8 |    19.3 |        3.03 |               0.2 |        28.0 |               0.8 |
|     060906 |    60906 |            8.546 |  2.714 |  30.362 |              1.9 |    43.5 |        1.97 |               0.2 |        22.1 |               1.0 |
|    060904B |    60904 |            2.518 |  3.881 |  -0.729 |              0.8 |   171.5 |        2.44 |               0.2 |        16.2 |               1.1 |
|    060904A |    60904 |            1.056 | 15.849 |  44.984 |              1.1 |    80.1 |        4.87 |               0.2 |        77.2 |               1.1 |
|     060825 |    60825 |            2.999 |  1.209 |  55.796 |              0.8 |     8.0 |        2.66 |               0.1 |        9.63 |               0.4 |
|     060814 |    60814 |           23.039 | 14.756 |  20.591 |              0.8 |   145.3 |        7.27 |               0.2 |       146.0 |               1.8 |
|     060813 |    60813 |            22.84 |  7.459 | -29.844 |              0.8 |    16.1 |        8.84 |               0.3 |        54.6 |               1.1 |
|     060807 |    60807 |           14.693 | 16.835 |  31.591 |              1.4 |    54.0 |        0.83 |               0.1 |        8.48 |               0.8 |
|    060805A |    60805 |            4.797 | 14.729 |   12.58 |              2.0 |     5.3 |        0.34 |               0.1 |        0.72 |               0.2 |
|     060804 |    60804 |            7.472 |  7.481 | -27.225 |              1.4 |    17.8 |        1.13 |               0.2 |        5.98 |               0.7 |
|     060801 |    60801 |           12.271 | 14.199 |  16.988 |              1.4 |    0.49 |        1.27 |               0.1 |         0.8 |               0.1 |
|     060729 |    60729 |           19.208 |  6.352 | -62.221 |              3.1 |   115.3 |        1.17 |               0.1 |        26.1 |               1.6 |
|     060719 |    60719 |            6.844 |  1.228 | -48.381 |              1.0 |    66.9 |        2.16 |               0.2 |        15.0 |               0.7 |
|     060717 |    60717 |            9.128 |  11.39 |  28.982 |              2.0 |     3.0 |        0.54 |               0.1 |        0.65 |               0.1 |
|     060714 |    60714 |             15.2 |  15.19 |  -6.544 |              1.1 |   115.0 |        1.28 |               0.1 |        28.3 |               1.3 |
|     060712 |    60712 |           21.129 | 12.271 |   35.54 |              1.7 |    26.3 |        1.64 |               0.5 |        12.4 |               1.6 |
|     060708 |    60708 |           12.266 |  0.522 | -33.751 |              0.8 |    10.2 |        1.94 |               0.1 |        4.94 |               0.3 |
|     060707 |    60707 |           21.505 | 23.805 | -17.904 |              1.1 |    66.2 |        1.01 |               0.2 |        16.0 |               1.1 |
|     060614 |    60614 |            12.73 | 21.392 | -53.027 |              0.8 |   108.7 |        11.5 |               0.6 |       204.0 |               2.7 |
|    060607B |    60607 |           23.546 |  2.803 |  14.755 |              0.8 |    31.1 |        1.46 |               0.2 |        16.4 |               0.9 |
|    060607A |    60607 |            5.204 |  21.98 | -22.496 |              0.8 |   102.2 |         1.4 |               0.1 |        25.5 |               0.8 |
|     060605 |    60605 |           18.262 | 21.475 |  -6.071 |              1.4 |    79.1 |        0.46 |               0.1 |        6.97 |               0.7 |
|     060604 |    60604 |           18.317 | 22.482 | -10.945 |              2.8 |    95.0 |        0.34 |               0.1 |        4.02 |               0.8 |
|    060602A |    60602 |           21.537 |  9.972 |   0.314 |              1.2 |    75.0 |        0.56 |               0.2 |        16.1 |               1.2 |
|     060526 |    60526 |           16.475 | 15.522 |   0.288 |              1.1 |   298.2 |        1.67 |               0.1 |        12.6 |               1.2 |
|     060522 |    60522 |            2.189 |  21.53 |   2.895 |              1.1 |    71.1 |        0.55 |               0.1 |        11.4 |               0.8 |
|     060516 |    60516 |            6.726 |  4.745 | -18.126 |              1.8 |   161.6 |        0.34 |               0.2 |        10.2 |               1.2 |
|     060515 |    60515 |            2.465 |  8.485 |  73.561 |              1.1 |    52.0 |        0.82 |               0.2 |        14.1 |               1.0 |
|     060512 |    60512 |           23.222 |  13.05 |  41.209 |              1.4 |     8.5 |        0.88 |               0.2 |        2.32 |               0.3 |
|    060510B |    60510 |            8.371 | 15.951 |  78.591 |              1.4 |   275.2 |        0.57 |               0.1 |        40.7 |               1.3 |
|    060510A |    60510 |            7.724 |  6.391 |  -1.163 |              1.0 |    20.4 |        14.7 |               0.9 |        80.5 |               2.4 |
|     060507 |    60507 |            1.887 |  5.994 |   75.25 |              0.8 |   183.3 |        1.27 |               0.2 |        44.5 |               1.7 |
|     060505 |    60505 |              6.6 | 22.118 | -27.815 |              2.9 |     4.0 |        2.65 |               0.5 |        9.44 |               1.3 |
|    060502B |    60502 |           17.411 | 18.595 |  52.618 |              1.8 |   0.131 |        0.62 |               0.1 |         0.4 |               0.0 |
|    060502A |    60502 |            3.059 | 16.062 |  66.604 |              0.8 |    28.4 |        1.69 |               0.2 |        23.1 |               0.8 |
|     060501 |    60501 |             8.25 | 21.892 |  44.002 |              1.0 |    21.9 |        1.98 |               0.2 |        12.2 |               0.8 |
|    060428B |    60428 |            8.911 | 15.691 |  62.016 |              1.2 |    57.9 |        0.66 |               0.1 |        8.23 |               0.6 |
|    060428A |    60428 |             3.38 |  8.236 | -37.167 |              0.8 |    39.5 |        2.28 |               0.2 |        13.9 |               0.6 |
|     060427 |    60427 |            11.72 |  8.278 |  62.657 |              1.6 |    64.0 |        0.27 |               0.1 |        4.99 |               0.7 |
|     060424 |    60424 |            4.272 |  0.491 |  36.787 |              1.3 |    37.5 |        1.61 |               0.1 |        6.76 |               0.6 |
|     060421 |    60421 |            0.656 | 22.909 |   62.73 |              0.8 |    12.2 |        2.94 |               0.1 |        12.5 |               0.4 |
|     060418 |    60418 |            3.102 | 15.762 |   -3.64 |              0.8 |   103.1 |        6.52 |               0.3 |        83.3 |               1.9 |
|     060413 |    60413 |           18.673 | 19.419 |  13.746 |              1.4 |   147.7 |        0.93 |               0.1 |        35.6 |               1.1 |
|     060403 |    60403 |           13.205 | 18.823 |   8.327 |              0.8 |    30.1 |        0.95 |               0.1 |        13.5 |               0.6 |
|     060323 |    60323 |           14.543 | 11.628 |    50.0 |              1.1 |    25.4 |        0.78 |               0.1 |        6.22 |               0.5 |
|     060322 |    60322 |           23.006 | 18.282 |  -36.71 |              0.8 |   221.5 |        2.08 |               0.2 |        52.2 |               1.9 |
|     060319 |    60319 |            0.929 | 11.759 |  60.038 |              1.5 |    10.6 |        1.09 |               0.1 |        2.64 |               0.3 |
|     060313 |    60313 |            0.202 |  4.442 | -10.858 |              0.8 |    0.74 |        12.1 |               0.3 |        11.3 |               0.3 |
|     060312 |    60312 |            1.604 |  3.052 |  12.827 |              0.8 |    50.6 |        1.53 |               0.1 |        19.7 |               0.7 |
|     060306 |    60306 |             0.82 |   2.74 |  -2.163 |              0.8 |    61.2 |        5.97 |               0.3 |        21.3 |               0.9 |
|    060223B |    60223 |           19.685 | 16.949 | -30.812 |              0.8 |    10.3 |        2.87 |               0.2 |        16.0 |               0.4 |
|    060223A |    60223 |            6.073 |  3.679 | -17.134 |              0.9 |    11.3 |        1.35 |               0.1 |        6.73 |               0.4 |
|     060219 |    60219 |           22.801 | 16.123 |  32.309 |              1.6 |    62.1 |        0.56 |               0.1 |        4.28 |               0.6 |
|     060218 |    60218 |            3.575 |  3.359 |   16.91 |              1.9 |  2100.0 |        0.25 |               0.1 |        15.7 |               1.1 |
|    060211B |    60211 |           15.921 |  5.006 |  14.959 |              1.4 |    27.7 |        0.73 |               0.1 |        4.38 |               0.4 |
|    060211A |    60211 |            9.653 |  3.892 |  21.489 |              1.1 |   126.3 |        0.42 |               0.1 |        15.7 |               1.0 |
|     060210 |    60210 |            4.981 |  3.848 |  27.015 |              0.8 |   255.0 |        2.72 |               0.2 |        76.6 |               3.1 |
|     060206 |    60206 |            4.781 | 13.529 |  35.046 |              0.8 |     7.6 |        2.79 |               0.1 |        8.31 |               0.3 |
|    060204B |    60204 |           14.573 |  14.12 |  27.675 |              0.8 |   139.4 |        1.35 |               0.1 |        29.5 |               1.3 |
|     060203 |    60203 |           23.926 |  6.898 |  71.841 |              1.4 |    68.2 |         0.6 |               0.1 |        8.98 |               1.0 |
|     060202 |    60202 |            8.682 |  2.387 |  38.377 |              1.6 |   198.9 |        0.51 |               0.1 |        21.3 |               1.2 |
|     060124 |    60124 |           15.914 |   5.14 |  69.727 |              1.2 |   750.0 |        0.89 |               0.1 |        4.61 |               0.4 |
|     060117 |    60117 |            6.834 | 21.861 | -59.982 |              0.8 |    16.9 |        48.3 |               1.2 |       202.0 |               2.8 |
|     060116 |    60116 |            8.624 |  5.647 |  -5.438 |              1.3 |   105.9 |        1.11 |               0.2 |        24.1 |               2.0 |
|     060115 |    60115 |           13.134 |    3.6 |  17.339 |              1.5 |   139.6 |        0.87 |               0.1 |        17.1 |               1.1 |
|    060111B |    60111 |           20.262 | 19.097 |   70.38 |              1.1 |    58.8 |         1.4 |               0.2 |        16.0 |               1.1 |
|    060111A |    60111 |            4.385 | 18.413 |    37.6 |              0.8 |    13.2 |        1.71 |               0.1 |        12.0 |               0.4 |
|     060110 |    60110 |            8.022 |  4.849 |  28.428 |              0.8 |    26.0 |        1.89 |               0.1 |        15.7 |               0.5 |
|     060109 |    60109 |           16.911 | 18.849 |  32.011 |              2.3 |   115.4 |        0.47 |               0.1 |        6.55 |               0.8 |
|     060108 |    60108 |           14.653 |  9.801 |  31.935 |              1.0 |    14.3 |        0.77 |               0.1 |        3.69 |               0.3 |
|     060105 |    60105 |            6.824 | 19.832 |  46.356 |              0.8 |    54.4 |        7.44 |               0.3 |       176.0 |               2.3 |
|     060102 |    60102 |           21.291 | 21.923 |  -1.837 |              2.0 |    19.0 |        0.38 |               0.1 |        2.34 |               0.4 |
|     051227 |    51227 |           18.121 |  8.349 |  31.949 |              1.6 |   114.6 |        0.95 |               0.1 |        6.99 |               0.8 |
|    051221B |    51221 |           20.056 | 20.825 |  53.041 |              1.2 |    39.9 |        0.54 |               0.2 |        9.17 |               0.8 |
|    051221A |    51221 |            1.854 | 21.914 |  16.888 |              0.8 |     1.4 |        12.0 |               0.3 |        11.5 |               0.3 |
|     051213 |    51213 |            7.218 | 16.806 | -59.233 |              1.4 |    71.1 |        0.48 |               0.1 |        7.82 |               0.8 |
|     051210 |    51210 |            5.772 | 22.013 | -57.622 |              1.4 |     1.3 |        0.75 |               0.1 |        0.85 |               0.1 |
|    051117B |    51117 |           13.382 |   5.68 | -19.286 |              1.8 |     9.0 |        0.49 |               0.1 |        1.77 |               0.3 |
|    051117A |    51117 |           10.856 | 15.227 |  30.868 |              0.8 |   136.3 |        0.95 |               0.1 |        43.4 |               1.2 |
|     051114 |    51114 |            4.191 | 15.086 |  60.154 |              1.4 |     2.2 |         0.7 |               0.1 |        1.28 |               0.2 |
|     051113 |    51113 |           15.376 | 12.483 | -26.395 |              1.1 |    93.3 |        2.25 |               0.2 |        25.6 |               1.6 |
|     051111 |    51111 |            5.995 | 23.209 |  18.367 |              0.8 |    46.1 |        2.66 |               0.2 |        40.8 |               1.0 |
|    051109B |    51109 |            8.661 | 23.031 |  38.663 |              1.5 |    14.3 |        0.55 |               0.1 |        2.56 |               0.3 |
|    051109A |    51109 |            1.206 | 22.021 |   40.85 |              1.4 |    37.2 |        3.94 |               0.5 |        22.0 |               2.1 |
|    051105A |    51105 |            6.445 | 17.685 |  34.916 |              2.0 |   0.093 |        0.32 |               0.1 |        0.22 |               0.0 |
|    051021B |    51021 |           23.532 |  8.404 | -45.534 |              1.0 |    46.5 |         0.8 |               0.1 |        8.35 |               0.7 |
|    051016B |    51016 |           18.469 |  8.808 |  13.629 |              1.2 |     4.0 |         1.3 |               0.1 |         1.7 |               0.2 |
|    051016A |    51016 |            5.392 |  8.188 | -18.299 |              1.5 |    23.0 |        1.39 |               0.3 |        8.37 |               1.0 |
|     051012 |    51012 |           17.098 | 18.034 | -52.799 |              1.7 |    13.0 |        0.53 |               0.1 |        3.04 |               0.3 |
|     051006 |    51006 |           20.509 |  7.387 |    9.51 |              1.1 |    34.8 |        1.62 |               0.2 |        13.4 |               1.1 |
|     051001 |    51001 |           11.193 | 23.399 | -31.515 |              1.7 |   189.1 |        0.49 |               0.1 |        17.4 |               1.1 |
|     050925 |    50925 |            9.076 | 20.233 |  34.329 |              1.1 |    0.07 |        10.0 |               0.9 |        0.76 |               0.1 |
|    050922C |    50922 |           19.931 | 21.159 |  -8.764 |              0.8 |     4.5 |        7.26 |               0.2 |        16.2 |               0.4 |
|    050922B |    50922 |           15.033 |  0.386 |  -5.607 |              2.0 |   150.9 |        1.01 |               0.3 |        22.3 |               2.7 |
|     050916 |    50916 |           16.598 |  9.065 | -51.406 |              2.2 |    49.5 |        0.65 |               0.2 |        9.29 |               1.0 |
|    050915B |    50915 |           21.384 | 14.607 | -67.411 |              0.8 |    40.9 |        2.31 |               0.2 |        33.8 |               1.0 |
|    050915A |    50915 |           11.378 |  5.446 | -28.014 |              1.1 |    52.0 |        0.77 |               0.1 |         8.5 |               0.7 |
|     050911 |    50911 |           15.993 |  0.914 | -38.856 |              1.8 |    16.2 |        1.33 |               0.2 |        3.17 |               0.4 |
|     050908 |    50908 |            5.709 |  1.364 |  -12.95 |              1.1 |    19.4 |         0.7 |               0.1 |        4.83 |               0.4 |
|     050904 |    50904 |            1.862 |  0.918 |  14.189 |              2.0 |   174.2 |        0.62 |               0.1 |        48.3 |               1.4 |
|     050827 |    50827 |           18.954 |  4.286 |  18.219 |              0.8 |    50.0 |        1.84 |               0.2 |        21.0 |               0.9 |
|     050826 |    50826 |            6.303 |  5.851 |  -2.658 |              1.5 |    35.5 |        0.38 |               0.1 |        4.13 |               0.5 |
|     050824 |    50824 |           23.204 |  0.818 |  22.602 |              1.6 |    22.6 |         0.5 |               0.1 |        2.66 |               0.4 |
|     050822 |    50822 |            3.825 |  3.407 |  -46.03 |              1.3 |   103.4 |        2.24 |               0.2 |        24.6 |               1.3 |
|    050820B |    50820 |           23.841 |   9.04 |  -72.64 |              0.8 |    12.0 |        3.95 |               0.1 |        20.6 |               0.4 |
|    050820A |    50820 |            6.581 | 22.494 |   19.56 |              0.8 |    26.0 |        2.45 |               0.2 |        34.4 |               1.8 |
|     050819 |    50819 |           16.399 | 23.917 |  24.871 |              1.5 |    37.7 |        0.38 |               0.1 |         3.5 |               0.4 |
|     050815 |    50815 |           17.422 | 19.572 |   9.139 |              1.4 |     2.9 |        0.55 |               0.1 |        0.79 |               0.1 |
|     050814 |    50814 |           11.649 | 17.613 |  46.324 |              1.5 |   150.9 |        0.71 |               0.2 |        20.1 |               1.7 |
|     050813 |    50813 |            6.753 | 16.133 |  11.244 |              2.1 |    0.45 |        0.94 |               0.2 |        0.44 |               0.1 |
|     050803 |    50803 |           19.233 | 23.377 |   5.788 |              0.9 |    87.9 |        0.96 |               0.1 |        21.5 |               1.0 |
|     050802 |    50802 |           10.134 | 14.619 |  27.799 |              1.0 |    19.0 |        2.75 |               0.3 |        20.0 |               1.2 |
|     050801 |    50801 |           18.467 |  13.61 |  -21.93 |              1.1 |    19.4 |        1.46 |               0.1 |         3.1 |               0.4 |
|     050730 |    50730 |           19.973 | 14.138 |  -3.754 |              1.0 |   156.5 |        0.55 |               0.1 |        23.8 |               1.1 |
|     050726 |    50726 |            5.005 | 13.335 | -32.064 |              1.4 |    49.9 |        1.38 |               0.3 |        19.4 |               1.6 |
|     050724 |    50724 |           12.569 | 16.412 | -27.526 |              1.4 |    96.0 |        3.26 |               0.2 |        9.98 |               0.9 |
|     050721 |    50721 |            4.487 | 16.897 | -28.386 |              1.4 |    98.4 |        2.24 |               0.3 |        36.2 |               2.4 |
|     050717 |    50717 |           10.514 |  14.29 | -50.541 |              0.8 |    85.0 |        6.23 |               0.2 |        63.1 |               1.3 |
|     050716 |    50716 |           12.601 | 22.573 |  38.683 |              0.8 |    69.1 |        2.18 |               0.3 |        61.7 |               1.8 |
|     050715 |    50715 |           22.507 | 10.376 |  -0.029 |              1.0 |    51.6 |        1.05 |               0.1 |        14.9 |               1.0 |
|    050714B |    50714 |           22.676 | 11.313 | -15.547 |              1.8 |    46.7 |        0.52 |               0.2 |        5.95 |               0.8 |
|    050713B |    50713 |           12.122 | 20.521 |  60.936 |              1.6 |    54.2 |         1.6 |               0.4 |        31.8 |               2.4 |
|    050713A |    50713 |            4.484 | 21.372 |  77.072 |              0.8 |   124.7 |        4.67 |               0.2 |        51.1 |               1.6 |
|     050712 |    50712 |           14.008 |  5.181 |  64.924 |              1.3 |    51.6 |        0.55 |               0.1 |        10.8 |               0.9 |
|     050701 |    50701 |           11.716 | 15.149 | -59.399 |              1.5 |    21.8 |        2.74 |               0.1 |        13.6 |               0.5 |
|     050607 |    50607 |             9.19 | 20.012 |   9.139 |              1.0 |    26.4 |        0.95 |               0.1 |        5.92 |               0.4 |
|     050603 |    50603 |            6.485 |  2.665 | -25.175 |              0.8 |    12.4 |        21.5 |               0.8 |        63.6 |               1.7 |
|     050528 |    50528 |            4.112 | 23.568 |  45.957 |              1.6 |    11.3 |        1.18 |               0.2 |        4.48 |               0.5 |
|    050525A |    50525 |            0.048 | 18.543 |  26.335 |              0.8 |     8.8 |        41.7 |               0.7 |       153.0 |               1.7 |
|    050509B |    50509 |            4.005 | 12.603 |  28.974 |              1.9 |   0.073 |        0.28 |               0.1 |        0.09 |               0.0 |
|    050509A |    50509 |            1.775 | 20.705 |  54.076 |              0.9 |    11.4 |         0.9 |               0.1 |        3.41 |               0.3 |
|     050505 |    50505 |           23.372 |  9.451 |  30.266 |              1.0 |    58.9 |        1.85 |               0.2 |        24.9 |               1.4 |
|    050502B |    50502 |            9.428 |  9.502 |  16.987 |              0.9 |    17.7 |        1.42 |               0.1 |        4.78 |               0.3 |
|     050422 |    50422 |            7.878 | 21.634 |  55.788 |              1.4 |    59.3 |        0.57 |               0.1 |        6.07 |               0.6 |
|     050421 |    50421 |            4.198 | 20.489 |  73.678 |              2.0 |    15.0 |        0.26 |               0.1 |        1.45 |               0.3 |
|     050418 |    50418 |            11.01 |  2.956 | -18.541 |              0.8 |    82.3 |        3.68 |               0.2 |        52.1 |               1.4 |
|    050416B |    50416 |           22.598 |  8.923 |  11.186 |              1.0 |     3.4 |        5.93 |               0.5 |        10.8 |               0.7 |
|    050416A |    50416 |           11.079 | 12.566 |  21.058 |              1.1 |     2.5 |        4.88 |               0.4 |        3.67 |               0.3 |
|     050412 |    50412 |            5.734 | 12.073 |  -1.193 |              1.1 |    26.5 |        0.48 |               0.0 |        6.18 |               0.4 |
|     050410 |    50410 |           12.243 |  5.984 |  79.605 |              0.8 |    42.5 |         1.8 |               0.3 |        41.5 |               1.7 |
|     050406 |    50406 |            15.98 |  2.294 |  -50.18 |              1.9 |     5.4 |        0.36 |               0.1 |        0.68 |               0.1 |
|     050401 |    50401 |           14.338 | 16.525 |   2.185 |              0.8 |    33.3 |        10.7 |               0.7 |        82.2 |               2.3 |
|     050326 |    50326 |            9.899 |  0.458 | -71.377 |              0.8 |    29.3 |        12.2 |               0.3 |        88.6 |               1.2 |
|     050319 |    50319 |            9.522 | 10.278 |  43.581 |              1.8 |   152.5 |        1.52 |               0.2 |        13.1 |               1.1 |
|     050318 |    50318 |           15.744 |  3.313 | -46.386 |              0.8 |    32.0 |        3.16 |               0.2 |        10.8 |               0.6 |
|     050315 |    50315 |           20.995 | 20.432 | -42.591 |              0.8 |    95.6 |        1.93 |               0.2 |        32.2 |               1.1 |
|     050306 |    50306 |            3.553 | 18.821 |  -9.152 |              0.8 |   158.3 |        3.58 |               0.4 |       115.0 |               3.3 |
|     050223 |    50223 |            3.152 | 18.093 | -62.465 |              1.1 |    22.5 |        0.69 |               0.1 |        6.36 |               0.5 |
|    050219B |    50219 |           21.098 |   5.42 | -57.758 |              0.8 |    30.7 |        24.8 |               1.2 |       158.0 |               3.8 |
|    050219A |    50219 |           12.667 | 11.094 | -40.681 |              0.8 |    23.7 |        3.53 |               0.3 |        41.1 |               1.2 |
|    050215B |    50215 |            2.562 | 11.631 |  40.797 |              1.2 |     8.1 |        0.67 |               0.1 |        2.27 |               0.2 |
|    050215A |    50215 |            2.258 | 23.227 |  49.328 |              2.0 |    87.3 |        0.49 |               0.1 |        7.08 |               0.8 |
|     050202 |    50202 |            3.588 | 19.372 |  -38.73 |              1.7 |    0.27 |        0.55 |               0.1 |         0.3 |               0.0 |
|     050128 |    50128 |            4.332 | 14.639 | -34.765 |              0.8 |    19.2 |        7.42 |               0.6 |        50.2 |               1.7 |
|     050126 |    50126 |           12.015 | 18.541 |  42.384 |              1.1 |    24.8 |        0.71 |               0.1 |        8.38 |               0.6 |
