|   Fermi name | Fermi ID | GBM Trigger-time | GBM RA | GBM Dec | GBM Error-radius | GBM T90 | GBM T90_error |     GBM flux | GBM flux_error | GBM fluence | GBM fluence_error |    Epeak | Epeak_error |        alpha | alpha_error |      beta |     beta_error |
| GRB160919613 |   160919 |           14.723 | 17.743 |  -80.21 |             4.87 |  62.465 |         3.665 | 2.122891e-07 |   6.348392e-08 |  5.5262e-06 |        5.4458e-08 | 56.71661 |    6.356171 |   -0.4540223 |   0.3907327 | -7.997131 |       725.8489 |
| GRB160917921 |   160917 |           22.094 |  9.712 |   22.95 |            19.54 |  10.752 |         3.167 | 2.787962e-07 |   8.793155e-08 |  4.7899e-07 |        4.0941e-08 |  387.348 |    142.1988 |   -0.6673535 |   0.3480012 |  -7.08412 |       2011.874 |
| GRB160917479 |   160917 |           11.505 | 19.711 |  46.403 |            0.001 |  19.712 |          4.36 | 1.617899e-06 |   1.037387e-07 |   4.532e-06 |        4.4452e-08 | 817.4828 |     161.228 |    -0.681903 |  0.09795523 | -2.332379 |      0.7032158 |
| GRB160917456 |   160917 |           10.937 | 13.424 |   20.93 |             3.73 |  14.592 |         1.448 |  1.58032e-06 |   1.017505e-07 |  5.3555e-06 |        2.5266e-08 | 735.9534 |    210.9898 |    -0.714511 |   0.1218465 | -2.054611 |      0.3038042 |
| GRB160912521 |   160912 |           12.513 | 22.834 |   24.74 |             3.57 |  84.481 |         0.923 | 1.765138e-06 |   1.087018e-07 |  2.2945e-05 |        9.4042e-08 | 304.9627 |    38.07886 |   -0.6494131 |  0.09879476 | -8.642578 |       2023.685 |
| GRB160912350 |   160912 |            8.403 | 12.219 |  -60.04 |             5.31 |  32.705 |        13.057 | 1.157953e-06 |   8.137087e-08 |  4.0972e-06 |        4.8019e-08 | 307.3323 |    58.67114 |   -0.5283005 |   0.1373732 | -2.127162 |      0.8157473 |
| GRB160910722 |   160910 |           17.328 | 14.763 |  39.067 |            0.001 |   24.32 |         0.362 | 2.003859e-05 |   1.884746e-07 |   7.966e-05 |        2.5309e-08 | 303.6484 |    8.151337 |   -0.1762526 |  0.02841826 | -2.393627 |     0.04763174 |
| GRB160909061 |   160909 |            1.466 | 16.179 |  -51.16 |             2.69 |  18.432 |         1.864 | 1.856451e-07 |   1.568206e-07 |  1.9165e-06 |        3.7742e-08 |  86.2574 |     17.8182 |   -0.6909227 |   0.3742742 | -12.17667 |       230578.7 |
| GRB160908136 |   160908 |            3.257 | 16.101 |    2.39 |             6.86 | 156.672 |        21.722 | 2.246068e-07 |    5.69589e-08 |  2.8305e-06 |        9.5033e-08 | 99.34174 |     39.8741 |     0.349208 |   0.7793887 | -2.371988 |       1.771189 |
| GRB160905471 |   160905 |           11.316 | 10.816 | -50.801 |             0.05 |  33.537 |         1.379 | 5.959532e-06 |   1.537266e-07 |  7.3168e-05 |        3.6465e-07 | 828.4585 |    94.81891 |   -0.7842146 |  0.04720068 | -2.681909 |      0.6932025 |
| GRB160831411 |   160831 |            9.876 | 20.195 |   24.09 |             2.51 |  50.689 |         2.318 | 1.003289e-06 |    1.03343e-07 |  6.2148e-06 |        3.8713e-08 |  752.432 |     296.059 |   -0.6801559 |   0.2326174 | -3.720677 |       10.45628 |
| GRB160829334 |   160829 |            8.027 | 13.393 | -55.883 |             0.45 |   0.512 |         0.202 | 1.933206e-06 |   3.416318e-07 |  3.3953e-07 |        1.1051e-08 | 242.8424 |    123.8213 |     2.566114 |    3.502878 | -1.942292 |       1.346566 |
| GRB160827837 |   160827 |           20.081 | 21.157 |   31.06 |             5.83 |  24.576 |         5.849 | 2.435937e-07 |   5.504612e-08 |  1.2462e-06 |        2.7489e-08 | 203.6881 |    82.01205 |   -0.8429659 |   0.3598548 | -23.28306 |  86135070000.0 |
| GRB160827586 |   160827 |           14.059 | 10.344 |  -55.91 |             2.34 |    51.2 |         4.048 | 3.855475e-07 |   1.161942e-07 |  6.0188e-06 |        1.0715e-07 | 215.9038 |     168.548 |   -0.9763109 |   0.4501842 | -2.734304 |       3.878593 |
| GRB160826938 |   160826 |           22.514 |  6.964 |   -1.02 |            14.45 |   1.792 |         0.773 | 5.016533e-07 |   2.434509e-07 |  2.9765e-07 |        1.4262e-08 |  72.9363 |    30.60969 |     1.320814 |     4.74371 | -2.004691 |      0.7330949 |
| GRB160825799 |   160825 |            19.18 | 21.969 |    8.16 |              6.0 |   6.144 |         0.362 | 5.747503e-07 |   4.430781e-08 |  2.0279e-06 |         1.188e-08 | 40.42514 |    7.564854 |    -0.569013 |   0.3203797 | -2.206133 |      0.1221581 |
| GRB160824598 |   160824 |           14.354 |  4.874 |   68.14 |              1.0 |   3.456 |         0.389 | 4.088847e-06 |   1.626402e-07 |  9.5129e-06 |         1.841e-08 | 573.2234 |    56.27685 |   -0.2588397 |  0.07835719 | -4.817314 |       9.904559 |
| GRB160822672 |   160822 |           16.128 | 18.032 |    8.02 |             4.91 |   0.424 |         0.353 | 7.487563e-06 |   7.429371e-07 |  8.3493e-07 |        1.3925e-08 | 640.2372 |    177.8453 |    -0.525399 |   0.1648068 | -2.156109 |      0.4971163 |
| GRB160821937 |   160821 |           22.487 | 18.666 |  62.393 |             0.05 |   1.088 |         0.977 | 1.045354e-06 |    2.75467e-07 |  1.9536e-07 |        2.0238e-08 | 125.1894 |    75.88052 |   -0.6625379 |    0.654335 | -2.409778 |       1.110499 |
| GRB160821857 |   160821 |           20.575 | 11.417 |  42.343 |             0.05 |  43.009 |         0.724 | 3.376765e-05 |   2.377108e-07 |  0.00052221 |        8.5864e-08 | 1144.813 |    56.61389 |   -0.9156207 |  0.01185757 | -2.068212 |     0.03860974 |
| GRB160820496 |   160820 |           11.903 |  0.455 |   21.85 |             4.52 |   0.384 |         1.159 |    3.347e-06 |   4.361796e-07 |  9.6589e-07 |        3.5516e-08 | 530.0693 |    183.8305 |   -0.6398272 |    0.222675 | -4.882812 |       43.65386 |
| GRB160819852 |   160819 |            20.46 |  7.609 | -22.347 |             0.05 |  33.536 |         1.493 | 2.295419e-06 |   1.027541e-07 |  1.6877e-05 |        8.0161e-08 | 165.8883 |    11.16255 |   -0.5246819 |  0.07430375 | -3.070802 |       1.111878 |
| GRB160818230 |   160818 |            5.515 | 10.907 |    37.4 |             7.76 |   2.176 |         0.905 | 1.709512e-06 |   3.645572e-07 |   4.922e-07 |        2.1401e-08 | 190.8484 |    51.84644 |    0.1067612 |   0.8247783 | -2.052671 |       0.940464 |
| GRB160818198 |   160818 |            4.748 |  6.953 |  -19.22 |             4.81 |     6.4 |         0.923 | 5.442522e-07 |   9.734177e-08 |  1.6843e-06 |        1.3638e-08 | 88.44561 |    9.059441 |   -0.9429983 |   0.1205237 | -9.733439 |       9270.426 |
| GRB160816730 |   160816 |           17.516 | 21.494 |  37.132 |            0.001 |  11.072 |         0.091 | 6.023595e-06 |   1.341254e-07 |  3.3275e-05 |         1.711e-08 | 291.0109 |    10.62839 |   -0.5512168 |  0.03084344 | -5.115702 |       7.385062 |
| GRB160816414 |   160816 |             9.93 |  1.688 |    43.7 |            19.13 |  11.776 |         3.806 | 3.584413e-07 |   5.009843e-08 |   8.406e-07 |        3.6423e-08 | 131.8893 |    38.05592 |   -0.6840584 |   0.3700209 | -1.956319 |      0.3588153 |
| GRB160815490 |   160815 |           11.753 | 19.249 |  84.282 |           0.0005 |   6.848 |         1.493 | 5.492924e-07 |   5.505575e-08 |  1.8734e-06 |        5.3592e-08 | 82.37572 |    6.981468 |   -0.4624143 |   0.1852038 | -3.221165 |        1.08442 |
| GRB160813297 |   160813 |            7.118 | 21.536 |    47.9 |            10.84 |   7.936 |         1.639 | 4.775432e-07 |   4.731601e-08 |  1.0544e-06 |        3.2607e-08 | 74.14909 |    32.33305 |    0.4919246 |   0.8137331 | -1.678256 |      0.1387666 |
| GRB160806584 |   160806 |           14.016 | 18.389 |    6.18 |             4.31 |   1.728 |         0.453 | 2.266374e-06 |   3.240352e-07 |  1.5826e-06 |        2.6335e-08 | 180.5943 |    32.11278 |   -0.5906389 |   0.2543989 | -7.770165 |       1045.068 |
| GRB160804968 |   160804 |           23.226 |  6.217 |   -7.66 |             6.13 |    0.32 |         0.611 | 4.472156e-06 |    5.99886e-07 |  3.6724e-07 |         2.015e-08 | 1722.469 |    920.8385 |   -0.8238866 |   0.1339276 | -8.517236 |        44119.5 |
| GRB160804775 |   160804 |           18.588 |  4.811 |   41.28 |             1.92 | 151.808 |         6.446 | 4.828414e-07 |   8.152458e-08 |  8.8151e-06 |        5.1816e-08 | 289.6859 |    88.56044 |   -0.7744659 |   0.2360231 | -14.90116 |      6871399.0 |
| GRB160804180 |   160804 |            4.312 |  8.191 |    50.3 |             6.69 |    0.64 |         0.091 | 7.315126e-06 |   6.053123e-07 |  1.0886e-06 |        3.0208e-08 | 1198.606 |    347.6891 |    -0.300692 |   0.1858877 | -7.851083 |       287.0049 |
| GRB160804065 |   160804 |            1.571 | 14.775 |   9.999 |            0.005 | 131.586 |        21.723 | 4.182944e-07 |   6.692841e-08 |  1.6155e-05 |          2.48e-07 | 86.65006 |    58.73652 |    -1.018988 |   0.4247167 | -2.028896 |       3.246361 |
| GRB160802259 |   160802 |            6.225 |  2.353 |   72.69 |              1.0 |  16.384 |         0.362 | 1.754834e-05 |   2.692527e-07 |  6.8399e-05 |        5.7109e-08 | 311.1647 |    12.39117 |   -0.2080548 |  0.04322073 |  -2.85924 |      0.2102687 |
| GRB160731024 |   160731 |            0.585 |  7.914 |    6.15 |             9.88 |  28.672 |          1.95 | 5.653382e-07 |   4.347093e-08 |  2.8821e-06 |        3.6816e-08 | 60.02103 |    6.966488 |    -1.510949 |   0.1140266 | -8.712434 |       11636.09 |
| GRB160728337 |   160728 |            8.087 | 22.469 |    5.77 |            13.41 |  18.688 |         4.924 |  1.49497e-07 |    5.25425e-08 |  9.5055e-07 |        6.2236e-08 | 31.12321 |    21.70204 |     3.826102 |    11.02327 | -1.942366 |       0.417488 |
| GRB160727971 |   160727 |           23.297 |  9.733 |    16.4 |             3.86 |   3.136 |         2.294 |  2.56632e-07 |   3.236279e-08 |  7.1259e-07 |        5.0472e-08 | 23.27559 |    2.883595 |     2.889622 |    3.460844 | -2.353581 |      0.1630858 |
| GRB160726065 |   160726 |            1.569 |  6.588 |  -6.644 |             0.05 |   0.768 |         0.091 |  5.87475e-06 |   9.069874e-07 |  8.9972e-07 |        4.1921e-09 | 865.0218 |    354.0813 |   -0.8979771 |   0.1134487 | -11.92093 |      3751316.0 |
| GRB160724444 |   160724 |           10.667 |  3.761 |   16.23 |             1.21 |  11.008 |         0.572 | 3.008308e-06 |   1.016711e-07 |  1.1523e-05 |         2.307e-08 | 168.6375 |    15.48816 |   -0.8411798 |   0.0657779 | -2.244728 |      0.1469626 |
| GRB160721806 |   160721 |            19.35 |  2.543 |   34.52 |              3.3 |   9.984 |         2.828 | 7.687902e-07 |   1.106711e-07 |   2.423e-06 |        1.2373e-07 | 368.9052 |     95.0068 |    -0.712695 |    0.230392 | -9.356689 |            0.0 |
| GRB160720767 |   160720 |           18.399 |  2.843 |   75.68 |              1.0 |  78.849 |          1.28 | 1.100782e-05 |   1.796603e-07 |  0.00014219 |        1.3313e-07 | 319.7998 |    14.43698 |     -0.78167 |  0.03117591 | -3.293989 |      0.7153368 |
| GRB160720275 |   160720 |            6.589 |  22.01 |  -16.69 |             4.79 |  14.336 |          4.81 |  5.01369e-07 |   6.980138e-08 |  2.2196e-06 |        5.6115e-08 | 141.9179 |     25.0733 |   -0.6228741 |   0.3011472 | -2.408208 |       44.05166 |
| GRB160718975 |   160718 |           23.408 |   6.63 |   47.46 |             1.82 |   8.448 |          0.81 | 6.702872e-07 |   4.728037e-08 |  2.4683e-06 |        2.2637e-08 | 49.05763 |    7.018887 |  -0.05435069 |   0.4316729 |  -2.27373 |      0.1273196 |
| GRB160717813 |   160717 |           19.521 | 19.852 |    0.26 |             2.22 |  66.817 |         1.717 |  1.31328e-06 |   8.358094e-08 |  1.6963e-05 |        6.8118e-08 | 271.0991 |    33.53773 |    -0.609923 |   0.1110592 | -4.205164 |       7.892164 |
| GRB160716144 |   160716 |            3.447 | 12.641 |  -68.04 |             4.41 |  28.928 |          1.28 | 2.587911e-07 |   6.197504e-08 |  2.8781e-06 |        3.1222e-08 | 124.2425 |    43.31258 |    -1.268391 |   0.2294529 | -5.560181 |       286.1976 |
| GRB160711968 |   160711 |           23.224 |  1.005 |   14.94 |            19.31 |  25.344 |         4.762 | 3.454696e-07 |   8.567343e-08 |  8.9456e-07 |        2.7132e-08 | 432.9952 |    253.1901 |   -0.7583485 |   0.3495387 | -7.629395 |       3754.792 |
| GRB160709370 |   160709 |            8.875 | 17.763 |   57.82 |             3.04 |  38.657 |         1.864 | 6.101404e-07 |   6.864862e-08 |  7.0224e-06 |         5.052e-08 | 202.9162 |    64.65588 |   -0.7252816 |   0.2577121 | -2.412032 |      0.7343904 |
| GRB160629930 |   160629 |           22.327 |  0.324 |  76.967 |           0.0006 |  64.769 |         0.923 | 8.290369e-07 |   7.947892e-08 |  1.3146e-05 |        3.5169e-08 | 246.3367 |     43.2479 |   -0.7670987 |   0.1278172 | -4.495843 |       22.65005 |
| GRB160628579 |   160628 |           13.894 | 18.555 |   16.09 |             4.16 |   23.04 |         1.145 | 1.179063e-06 |   5.490296e-08 |  3.8891e-06 |        2.2983e-08 | 72.58646 |    4.153333 |    -1.020714 |   0.0955236 | -3.658429 |      0.9941128 |
| GRB160628136 |   160628 |            3.273 |  5.861 |   38.17 |             8.52 |   5.888 |         2.429 | 5.239388e-07 |   7.063123e-08 |  7.5133e-07 |         5.133e-08 | 1026.481 |    938.8295 |     -1.04665 |    0.212249 | -6.143189 |       423.8674 |
| GRB160625945 |   160625 |           22.671 | 20.553 |     6.9 |              0.5 | 454.665 |        11.011 | 5.565836e-05 |   3.415787e-07 |  0.00056916 |        9.5247e-07 |  811.925 |    19.15512 |   -0.6824963 | 0.009814679 | -2.271476 |     0.03080504 |
| GRB160625240 |   160625 |            5.766 |  8.475 |  -30.26 |             5.49 |  10.752 |         2.611 | 4.300923e-07 |   6.495343e-08 |  1.2778e-06 |        3.0144e-08 | 190.1775 |    74.59378 |     -1.34986 |   0.1719347 |  -16.0948 |     64872600.0 |
| GRB160625230 |   160625 |            5.532 | 20.969 |  -73.26 |             3.39 |  43.265 |        10.801 | 6.468454e-07 |   6.056876e-08 |  3.3536e-06 |         3.582e-08 |  262.692 |    123.0638 |   -0.8912244 |    0.212929 | -1.939114 |      0.3339881 |
| GRB160612842 |   160612 |           20.213 | 23.224 | -25.375 |             0.05 |   0.384 |         0.559 | 6.890668e-06 |   6.591839e-07 |  6.9813e-07 |        1.0559e-08 | 652.9112 |    233.7752 |   -0.2650312 |   0.2605854 | -1.858582 |       0.201812 |
| GRB160609941 |   160609 |           22.581 |  4.686 |  -51.13 |             8.45 |   60.16 |         4.167 | 3.126212e-07 |   1.093295e-07 |  2.1305e-06 |        9.7318e-08 | 110.3246 |    27.42583 |   -0.6412594 |   0.4076524 | -7.214355 |       556.6476 |
| GRB160605847 |   160605 |           20.325 |  7.399 |  -19.83 |             4.95 |   5.504 |         0.842 | 8.172695e-07 |   5.162151e-08 |  2.7295e-06 |        4.2858e-08 | 27.98879 |    4.523379 |   -0.1502373 |   0.8297654 | -2.304948 |     0.09313884 |
| GRB160530667 |   160530 |            16.02 |  8.899 |   43.48 |              1.0 |   9.024 |         0.181 | 1.839755e-05 |   1.772371e-07 |  9.1857e-05 |        4.9921e-08 | 218.1169 |    5.252071 |   -0.5111303 |  0.02197575 | -2.586139 |     0.06251916 |
| GRB160527080 |   160527 |            1.927 | 14.562 |    6.68 |             6.55 |  25.344 |         4.558 | 3.428622e-07 |   7.651947e-08 |  1.6598e-06 |        4.6522e-08 |  237.693 |     115.187 |   -0.5718848 |   0.4481193 | -2.780471 |       2.932641 |
| GRB160523919 |   160523 |            22.06 | 17.409 |  -13.45 |             3.69 |   72.96 |         4.636 | 4.489882e-07 |   4.869938e-08 |  7.6008e-06 |        6.2853e-08 | 48.61068 |    34.50456 |   -0.5857971 |    1.201472 | -1.866065 |      0.1311205 |
| GRB160522445 |   160522 |           10.684 |   6.98 |   21.19 |             2.52 |  43.777 |           5.4 |  3.58546e-07 |   6.503832e-08 |  5.7739e-06 |        4.3197e-08 | 111.7807 |    34.96432 |    -1.429925 |    0.180767 |  -4.97395 |       122.9355 |
| GRB160521839 |   160521 |           20.132 |  4.834 |   -13.7 |             4.44 |  15.872 |         0.923 | 7.015637e-07 |   6.873071e-08 |  2.6183e-06 |        3.8767e-08 | 94.22536 |    12.06475 |   -0.1478526 |    0.292086 | -2.630165 |      0.3778318 |
| GRB160521385 |   160521 |            9.233 |  9.878 |   79.01 |             0.17 |   2.816 |         0.628 | 6.775679e-06 |   1.115782e-07 |  1.2129e-05 |        7.5724e-08 | 176.9181 |    5.110939 |   -0.3649885 |  0.03686172 | -2.890367 |      0.1375139 |
| GRB160519677 |   160519 |           16.251 | 18.459 |   21.46 |              6.8 |    19.2 |         1.493 | 1.706154e-07 |   2.792079e-08 |  1.2779e-06 |        4.4086e-08 | 68.33984 |    14.42532 |   -0.5490336 |   0.5711204 | -14.64937 |      3251428.0 |
| GRB160519060 |   160519 |            1.444 |  9.208 |  -33.03 |             3.12 |  17.664 |          1.95 | 3.840136e-07 |   7.958928e-08 |   3.173e-06 |        4.3691e-08 | 83.29312 |    11.11246 |    -0.878129 |   0.2212368 | -5.579899 |       55.39171 |
| GRB160519012 |   160519 |            0.293 |  4.741 |  31.197 |             0.05 |   98.56 |         1.145 | 3.603794e-07 |   8.644452e-08 |  2.4648e-06 |        1.9262e-08 |  129.512 |     37.0639 |   -0.9820005 |   0.2477105 | -3.393528 |       4.960047 |
| GRB160518985 |   160518 |           23.633 | 17.717 |   49.98 |             4.04 |  27.136 |          2.36 | 1.539608e-07 |   3.484067e-08 |  3.3308e-06 |        3.9977e-08 | 30.90993 |    8.843174 |     1.545535 |    2.459142 | -2.386043 |      0.3393297 |
| GRB160518039 |   160518 |            0.931 | 18.343 |   82.41 |             2.18 |  22.784 |         4.375 | 9.076807e-07 |    1.06422e-07 |  3.7531e-06 |        6.3624e-08 | 414.0992 |    120.3621 |   -0.8386372 |   0.1694985 |  -10.6842 |       55593.89 |
| GRB160515819 |   160515 |           19.645 |  5.371 |  -16.31 |             3.43 |  84.481 |         3.208 | 2.098791e-07 |   1.042357e-07 |  5.9999e-06 |        9.1345e-08 | 101.2466 |     28.9586 |   -0.9230344 |   0.3698358 | -6.950379 |        917.806 |
| GRB160513962 |   160513 |           23.084 | 19.256 |   28.35 |             11.5 |  65.792 |         4.471 | 2.521291e-07 |   9.769295e-08 |  2.1321e-06 |        7.4276e-08 | 163.5172 |    78.41349 |   -0.3813991 |   0.6273889 | -2.891298 |       3.261601 |
| GRB160512536 |   160512 |           12.869 | 13.837 |   53.26 |             5.08 | 124.928 |         3.367 | 1.945708e-07 |   5.561689e-08 |  3.9553e-06 |         2.928e-08 | 117.8131 |    47.25013 |   -0.5723734 |    0.584917 | -2.766568 |       1.755839 |
| GRB160512199 |   160512 |            4.767 | 16.045 |  -33.09 |             2.05 |  82.433 |          2.56 | 8.393127e-07 |   4.713757e-08 |  9.8904e-06 |        5.9795e-08 | 137.4331 |    11.81308 |   -0.7440218 |   0.1217998 | -11.64307 |       62120.33 |
| GRB160509374 |   160509 |             8.98 | 20.673 |    76.0 |              0.5 |  369.67 |          0.81 |  1.48759e-05 |   1.634048e-07 |  0.00017898 |        1.4957e-07 | 345.2995 |    14.20878 |   -0.7519779 |  0.02205612 |  -2.25539 |     0.05685168 |
| GRB160508290 |   160508 |            6.967 |  1.913 |   36.28 |             8.35 |  10.496 |         1.379 | 4.166434e-07 |   9.159624e-08 |   1.237e-06 |        2.6863e-08 | 331.8782 |    116.5443 |   -0.5287934 |   0.3043362 |   -16.875 |     31716550.0 |
| GRB160503567 |   160503 |           13.609 |  0.036 |   -1.93 |             0.52 |  59.392 |         5.938 | 2.396303e-07 |   6.603707e-08 |  2.1534e-06 |         3.729e-08 | 139.7498 |    107.7452 |   -0.8162928 |   0.5831223 | -2.102491 |      0.8321719 |
| GRB160424492 |   160424 |           11.818 | 21.299 | -60.615 |            0.001 |   6.592 |         0.923 |  1.03784e-06 |   7.621417e-08 |  2.7276e-06 |         2.452e-08 | 185.3397 |    30.98996 |   -0.6375547 |   0.1466223 | -2.580058 |      0.5623926 |
| GRB160423066 |   160423 |            1.579 | 23.721 |    17.5 |             6.92 |  11.968 |         2.248 | 2.357377e-07 |   6.730951e-08 |  8.1309e-07 |         3.234e-08 | 140.1064 |    48.12835 |   -0.6098543 |   0.4444606 | -3.296346 |       4.239817 |
| GRB160422499 |   160422 |           11.984 |  2.751 |  -58.22 |              1.0 |  12.288 |         0.362 | 1.772671e-05 |   1.893353e-07 |  8.8021e-05 |        7.0522e-08 | 333.8988 |     10.8503 |   -0.7964506 |  0.01827139 | -2.526234 |     0.08499768 |
| GRB160421137 |   160421 |            3.293 |  3.149 |   62.78 |             1.18 |  25.088 |         6.676 | 2.700377e-06 |   9.806589e-08 |  3.9607e-05 |        1.7973e-07 |  273.417 |    35.65279 |   -0.9983361 |  0.06692292 | -2.575293 |      0.4154787 |
| GRB160416022 |   160416 |            0.527 | 11.775 |  -49.48 |             5.14 |  26.621 |         3.435 | 2.921016e-07 |   8.895133e-08 |  5.0656e-06 |        1.0685e-07 | 122.0459 |    19.19455 |  -0.08477838 |   0.4163435 | -10.01267 |       5709.947 |
| GRB160411062 |   160411 |            1.481 |  23.29 | -40.242 |           0.0007 |   0.672 |         0.435 | 5.937215e-07 |   1.743469e-07 |  2.2505e-07 |        1.8891e-08 | 102.7589 |    23.64955 |     1.879885 |    1.969575 | -18.57877 |      4784035.0 |
| GRB160408268 |   160408 |            6.429 |  8.175 |  71.128 |           0.0006 |   1.056 |         0.604 | 4.072301e-06 |   5.003136e-07 |  6.9843e-07 |        2.8017e-08 | 593.9627 |    298.3688 |   -0.5286511 |   0.3124863 | -1.990973 |      0.4008376 |
| GRB160407673 |   160407 |           16.141 | 15.118 |   35.53 |             3.13 |   7.104 |         0.572 | 6.647502e-07 |   1.110413e-07 |  3.2957e-06 |        2.7399e-08 | 215.5902 |     41.8236 |   -0.1947399 |   0.2702263 | -3.279648 |       2.957994 |
